movieId,title,joined_features
231,Dumb & Dumber (Dumb and Dumber) (1994),jimcarrey jeffdaniels laurenholly bobbyfarrelly road trip briefcase of money woman wearing a short skirt kidnapping adventure comedy 
232,Eat Drink Man Woman (Yin shi nan nu) (1994),sihunglung yu-wenwang chien-lienwu anglee chef chinese food cooking daughter comedy drama romance 
233,Exotica (1994),brucegreenwood miakirshner donmckellar atomegoyan cult film public nudity protective male haunted by the past drama 
234,Exit to Eden (1994),danadelany paulmercurio rosieo'donnell annerice bondage bdsm spanking los angeles police department comedy 
235,Ed Wood (1994),johnnydepp martinlandau sarahjessicaparker timburton director film director misfit friend comedy drama 
236,French Kiss (1995),megryan kevinkline timothyhutton adambrooks breakup plant cutting frenchman blonde action comedy romance 
237,Forget Paris (1995),billycrystal debrawinger joemantegna billycrystal love basketball city name in title american abroad comedy romance 
238,Far From Home: The Adventures of Yellow Dog (1995),mimirogers brucedavison jessebradford phillipborsos labrador retriever dog survival stray dog adventure children 
239,"Goofy Movie, A (1995)",billfarmer jasonmarsden jimcummings jymnmagon father son relationship older actors younger roles travel singing in a vehicle animation children comedy romance 
240,Hideaway (1995),jeffgoldblum christinelahti aliciasilverstone deanr.koontz car accident serial killer psychopath suicide thriller 
241,Fluke (1995),samuell.jackson matthewmodine nancytravis jamesherbert cartoon on tv close up of eye united states usa children drama 
242,Farinelli: il castrato (1994),stefanodionisi enricoloverso elsazylberstein andréecorbiau bare chested male male protagonist secret brother castrates brother drama musical 
243,Gordy (1995),dougstone kristyyoung jamesdonadio jaysommers falling into a swimming pool boy girl farm children comedy fantasy 
244,Gumby: The Movie (1995),dalmckennon artclokey gloriaclokey artclokey cult film dog 1950s claymation animation children 
245,The Glass Shield (1994),erichanderson richardanderson thomasbabson charlesburnett police corruption rookie sheriff murder crime drama 
246,Hoop Dreams (1994),williamgates arthuragee emmagates stevejames basketball athlete national film registry high school documentary 
247,Heavenly Creatures (1994),melanielynskey katewinslet sarahpeirse franwalsh fantasy life orgy sex with a minor teenage crush crime drama 
248,Houseguest (1994),sinbad philhartman kimgreist michaelj.digaetano cartoon on tv suburb debt houseguest comedy 
249,Immortal Beloved (1994),garyoldman jeroenkrabbé isabellarossellini bernardrose based on real person man ludwig van beethoven death drama romance 
250,Heavyweights (Heavy Weights) (1995),davidgoldman josephwaynemiller codyburger juddapatow fat camp summer camp mother son relationship father son relationship children comedy 
251,"Hunted, The (1995)",christopherlambert johnlone joanchen j.f.lawton ninja samurai assassin bullet train action 
252,I.Q. (1994),timrobbins megryan waltermatthau andybreckman genius mechanic laboratory animal man wears eyeglasses comedy romance 
253,Interview with the Vampire: The Vampire Chronicles (1994),bradpitt christianslater virginiamccollam annerice vampire gothic betrayal dark hero drama horror 
254,Jefferson in Paris (1995),nicknolte gwynethpaltrow estelleeonnet jamesivory lafayette character thomas jefferson character period drama marie antoinette character drama 
255,"Jerky Boys, The (1995)",johng.brennan kamalahmed alanarkin jamesmelkonian gay slur telephone police mafia comedy 
256,Junior (1994),arnoldschwarzenegger dannydevito emmathompson kevinwade nightmare man wears eyeglasses scientist baby comedy sci-fi 
257,Just Cause (1995),seanconnery laurencefishburne katecapshaw johnkatzenbach child gagged murder florida prison interview mystery thriller 
258,"Kid in King Arthur's Court, A (1995)",thomasiannicholas jossackland artmalik michaelpart sword and sandal sword and sorcery kicked in the groin comic violence adventure children comedy fantasy romance 
259,Kiss of Death (1995),davidcaruso samuell.jackson nicolascage eleazarlipsky neo noir detective arrest death of wife crime drama thriller 
260,Star Wars: Episode IV - A New Hope (1977),nan nan nan action adventure sci-fi 
261,Little Women (1994),winonaryder gabrielbyrne trinialvarado louisamayalcott american civil war f rated female protagonist reference to william shakespeare drama 
262,"Little Princess, A (1995)",lieselmatthews eleanorbron liamcunningham franceshodgsonburnett india father daughter relationship orphan based on novel children drama 
263,Ladybird Ladybird (1994),crissyrock vladimirvega sandielavelle kenloach children social service violence unfit mother drama 
264,"Enfer, L' (1994)",emmanuellebéart françoiscluzet nathaliecardone claudechabrol jealousy adultery madness hotel drama 
265,Like Water for Chocolate (Como agua para chocolate) (1992),marcoleonardi lumicavazos reginatorné lauraesquivel mexico food marriage love drama fantasy romance 
266,Legends of the Fall (1994),bradpitt anthonyhopkins aidanquinn susanshilliday f word no opening credits violence sex scene drama romance war western 
267,Major Payne (1995),damonwayans michaelironside bambambigelow joeconnelly drill instructor german shepherd dog character name as title army major comedy 
268,Little Odessa (1994),timroth edwardfurlong moirakelly jamesgray ill mother face slap assassin russian mafia crime drama 
269,My Crazy Life (Mi vida loca) (1993),angelaviles seidylopez jacobvargas allisonanders generation x hood hispanic lowrider drama 
270,Love Affair (1994),warrenbeatty annettebening katharinehepburn glenngordoncaron accident victim disabled person car accident accident drama romance 
271,Losing Isaiah (1995),jessicalange halleberry davidstrathairn sethmargolis baby custody battle social worker cartoon on tv drama 
272,"Madness of King George, The (1994)",rupertgraves helenmirren amandadonohoe alanbennett porphyria king of england restraint self destructiveness comedy drama 
273,Mary Shelley's Frankenstein (Frankenstein) (1994),robertdeniro kennethbranagh tomhulce maryshelley frankenstein's monster remake elizabeth frankenstein character doctor victor frankenstein character drama horror sci-fi 
274,Man of the House (1995),chevychase farrahfawcett jonathantaylorthomas davide.peckinpah gangster threat divorcee single mother comedy 
275,Mixed Nuts (1994),stevemartin madelinekahn robertklein noraephron farce christmas veterinarian christmas eve comedy 
276,Milk Money (1994),melaniegriffith edharris michaelpatrickcarter johnmattson blonde boy school classroom comedy romance 
277,Miracle on 34th Street (1994),richardattenborough elizabethperkins dylanmcdermott valentinedavies santa claus girl remake parade drama 
278,Miami Rhapsody (1995),sarahjessicaparker gilbellows antoniobanderas davidfrankel mother daughter relationship fiance fiancee relationship dysfunctional marriage wedding comedy 
279,My Family (1995),edwardjamesolmos rafaelcortes ivettereina gregorynava f rated prison hood marriage drama 
280,Murder in the First (1995),christianslater kevinbacon garyoldman dangordon alcatraz solitary confinement prison rookie drama thriller 
281,Nobody's Fool (1994),paulnewman jessicatandy brucewillis richardrusso grandfather grandson relationship father son relationship small town independent film comedy drama romance 
282,Nell (1994),jodiefoster liamneeson natasharichardson markhandley twins f rated character name as title speech drama 
283,New Jersey Drive (1995),shar-roncorley gabrielcasseus saulstein nickgomez police state name in title brutality killing crime drama 
284,New York Cop (Nyû Yôku no koppu) (1993),tôrunakamura chadmcqueen mirasorvino tôrumurakawa undercover cop scene before opening credits nypd begins with death action crime 
285,Beyond Bedlam (1993),craigfairbrass elizabethhurley keithallen vadimjean drug suicide hallucination serial killer drama horror 
286,Nemesis 2: Nebula (1995),sueprice chadstahelski tinacote albertpyun explosion baby shot to death assassin action sci-fi thriller 
287,Nina Takes a Lover (1994),laurasangiacomo paulrhys michaelo'keefe alanjacobs woman wears only a man's shirt love infidelity sex comedy romance 
288,Natural Born Killers (1994),woodyharrelson juliettelewis tomsizemore quentintarantino media satire controversy woman on top action crime thriller 
289,Only You (1994),marisatomei robertdowneyjr. bonniehunt dianedrake italy sister in law trip soul mate comedy romance 
290,Once Were Warriors (1994),renaowen temueramorrison mamaengaroakerr-bell riwiabrown f rated new zealand maori gang crime drama 
292,Outbreak (1995),dustinhoffman renerusso morganfreeman laurencedworet virus epidemic monkey disease action drama sci-fi thriller 
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),jeanreno garyoldman natalieportman lucbesson hitman girl teenage girl neo noir action crime drama thriller 
294,"Perez Family, The (1995)",marisatomei alfredmolina anjelicahuston miranair family character name as title political prisoner love immigration comedy romance 
295,"Pyromaniac's Love Story, A (1995)",williambaldwin johnleguizamo sadiefrost joshuabrand nan comedy romance 
296,Pulp Fiction (1994),timroth amandaplummer lauralovelace quentintarantino nonlinear timeline overdose drug overdose bondage comedy crime drama thriller 
297,Panther (1995),kadeemhardison bokeemwoodbine joedonbaker melvinvanpeebles black panthers black panther party racial prejudice civil rights drama 
298,Pushing Hands (Tui shou) (1992),sihunglung laiwang bozhaowang anglee tai chi boy chinese restaurant ancestry drama 
299,Priest (1994),linusroache tomwilkinson robertcarlyle jimmymcgovern church catholic priest homosexual sexual repression drama 
300,Quiz Show (1994),johnturturro robmorrow ralphfiennes paulattanasio based on true story investigation fraud television drama 
301,Picture Bride (Bijo photo) (1994),yûkikudô cary-hiroyukitagawa tamlyntomita kayohatta hawaii f rated japanese in hawaii death drama romance 
302,"Queen Margot (Reine Margot, La) (1994)",isabelleadjani danielauteuil jean-huguesanglade alexandredumas france french history protestant massacre drama romance 
303,"Quick and the Dead, The (1995)",sharonstone genehackman russellcrowe simonmoore female gunfighter arizona street shootout showdown action thriller western 
304,Roommates (1995),peterfalk d.b.sweeney juliannemoore maxapple grandfather doctor roommate social worker comedy drama 
305,Ready to Wear (Pret-A-Porter) (1994),marcellomastroianni sophialoren jean-pierrecassel robertaltman fashion fashion show journalist fashion industry comedy 
306,Three Colors: Red (Trois couleurs: Rouge) (1994),irènejacob jean-louistrintignant frédériquefeder krzysztofkieslowski friendship ex judge eavesdropping judge drama 
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),juliettebinoche benoîtrégent florencepernel krzysztofkieslowski liberty first part of trilogy trauma telling a joke drama 
308,Three Colors: White (Trzy kolory: Bialy) (1994),zbigniewzamachowski juliedelpy januszgajos krzysztofkieslowski marriage obsession divorce wealth comedy drama 
309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",jingning gangwu xiaoruizhao pinghe painter fireworks yellow river teenage girl drama 
